level_0,index,English,Indonesian
4359,4359,do you feel like going swimming ?,apa kamu mau pergi berenang ?
4360,4360,do you think tom is still alive ?,menurutmu tom masih hidup ?
4361,4361,do you think tom is still alive ?,apa menurutmu tom masih hidup ?
4362,4362,don t let tom hear you say that .,jangan biarkan tom mendengarkanmu mengatakan itu .
4363,4363,don t make a decision right now .,jangan buat keputusan sekarang !
4364,4364,don t you remember the question ?,apakah kamu tidak ingat pertanyaannya ?
4397,4397,i am badly in need of your help .,aku sangat membutuhkan bantuanmu .
4398,4398,i am busy cooking at the moment .,saat ini saya sedang sibuk memasak .
4399,4399,i am leaving for tokyo tomorrow .,aku akan pergi ke tokyo besok .
4436,4436,i m getting ready for the worst .,aku bersiap untuk kemungkinan terburuk .
4437,4437,i m glad you could make it tom .,aku bersyukur kamu dapat melakukannya tom .
4438,4438,i m going over to tom s tonight .,aku akan pergi ke rumah tom malam ini .
4439,4439,i m just trying to help you out .,aku hanya ingin membantumu .
4440,4440,i m looking for a part time job .,saya sedang mencari pekerjaan paruh waktu .
4441,4441,i m not sure how i can help you .,aku tidak yakin bagaimana bisa membantumu .
4442,4442,i m not sure if this is correct .,aku tidak yakin jika ini benar .
4443,4443,i m not sure but he might come .,saya tidak yakin tapi dia mungkin datang .
4453,4453,it s a pity that you can t come .,sayang sekali anda tidak bisa datang .
4472,4472,she is looking for her car keys .,dia sedang mencari kunci mobilnya .
4473,4473,she set it aside for future use .,dia menyimpannya agar bisa digunakan nanti .
4505,4505,tom is a personal enemy of mine .,tom adalah musuh pribadi saya .
4506,4506,tom is alone in the living room .,tom berada seorang diri di ruang keluarga .
4507,4507,tom is getting ready for school .,tom bersiap pergi ke sekolah .
4508,4508,tom is hiding something from us .,tom menyembunyikan sesuatu dari kita .
4509,4509,tom is much taller than you are .,tom jauh lebih tinggi daripada kamu .
4510,4510,tom is quick tempered isn t he ?,tom gampang marah ya ?
4511,4511,tom is the tallest in his class .,tom adalah yang tertinggi di kelasnya .
4512,4512,tom is wearing a biohazard suit .,tom mengenakan baju biobahaya .
4523,4523,tom seemed to be very surprised .,tom terlihat sangat terkejut .
4524,4524,tom seldom speaks to us anymore .,tom sudah jarang berbicara dengan kami .
4525,4525,tom slowly walked up the stairs .,tom menaiki tangga secara perlahan .
4526,4526,tom sold his house for .,tom menjual rumahnya .
4538,4538,what are you punishing them for ?,untuk apa kau menghukum mereka ?
4543,4543,where did you get your hair cut ?,di mana kamu mencukur rambut ?
4564,4564,are you free on friday afternoon ?,apakah anda ada acara jumat siang ?
4573,4573,do you have any questions for me ?,apa kau memiliki beberapa pertanyaan untukku ?
4574,4574,do you know how to open this box ?,apakah kamu tahu cara membuka kotak ini ?
4575,4575,do you know how to speak english ?,apa anda tahu bagaimana caranya berbicara dalam bahasa inggris ?
4576,4576,do you play a musical instrument ?,apa kau memainkan sebuah instrumen musik ?
4577,4577,do you realize what you re doing ?,apa kamu sadar akan apa yang kamu perbuat ?
4578,4578,don t hesitate to ask for advice .,jangan sungkan untuk meminta saran .
4579,4579,don t let anything slow you down .,jangan biarkan apapun memperlambat jalanmu .
4590,4590,he s a carbon copy of his father .,dia adalah salinan dari ayahnya .
4596,4596,i am acquainted with your father .,aku mengenal ayahmu .
4620,4620,i m allergic to synthetic rubber .,aku alergi pada karet sintetis .
4621,4621,i m quitting my job as a teacher .,saya berhenti dari pekerjaan saya sebagai seorang guru .
4622,4622,i m sure i won t be disappointed .,saya yakin tidak akan kecewa .
4623,4623,i m sure i ll be able to find it .,saya yakin saya akan dapat menemukannya .
4631,4631,it s difficult to speak with him .,susah untuk berbicara dengannya .
4648,4648,she suffocated him with a pillow .,ia mencekiknya dengan bantal .
4673,4673,tom is almost as tall as you are .,tom hampir sama tingginya dengan kamu .
4674,4674,tom is interested in mathematics .,tom tertarik pada matematika .
4689,4689,tom says he can wait a long time .,tom berkata dia dapat menunggu lama .
4690,4690,tom screamed as loud as he could .,tom berteriak sekencang kencangnya .
4691,4691,tom seems very angry doesn t he ?,tom kelihatannya sangat marah ya ?
4692,4692,tom slipped out of the classroom .,tom menyelinap keluar kelas .
4698,4698,tom was confused by the question .,tom dibingungkan oleh pertanyaan itu .
4699,4699,tom was unable to hide his tears .,tom tidak kuasa menahan air matanya .
4701,4701,tom s father is a police officer .,ayah tom adalah seorang polisi .
4702,4702,tom s parents were both teachers .,kedua orang tua tom adalah guru .
4703,4703,tom s proposal wasn t acceptable .,lamaran tom tidak diterima .
4716,4716,we re a little worried about tom .,kami sedikit khawatir dengan tom .
4724,4724,what s it we re waiting for here ?,untuk apa kita menunggu di sini ?
4725,4725,what s your favorite kind of art ?,jenis seni apa yang menjadi favorit anda ?
4726,4726,what s your favorite winter food ?,apa makanan musim dingin favoritmu ?
4742,4742,you re in better shape than i am .,anda berada dalam kondisi yang lebih baik daripada aku .
4748,4748,are you joking or are you serious ?,kau main main atau serius ?
4753,4753,do you guys want something to eat ?,apa kalian ingin makan sesuatu ?
4754,4754,do you have a non smoking section ?,apakah ada area bebas rokok ?
4755,4755,do you have an english dictionary ?,apa kau memiliki sebuah kamus bahasa inggris ?
4756,4756,do you have any further questions ?,apakah ada pertanyaan lagi ?
4757,4757,do you want to go swimming or not ?,kamu ingin pergi berenang atau tidak ?
4758,4758,don t be afraid . i won t hurt you .,jangan takut . aku tidak akan melukaimu .
4759,4759,don t you have an air conditioner ?,kamu tidak punya ac ?
4765,4765,he is very sensitive to criticism .,ia sangat sensitif pada kritikan .
4778,4778,i am sure of his passing the exam .,aku yakin dia akan berhasil melewati tesnya .
4812,4812,i m so happy to be done with that .,aku sangat senang masalahnya sudah selesai .
4813,4813,i m sorry but i m busy right now .,maaf tapi saya sibuk saat ini .
4821,4821,it s natural for him to get angry .,wajar saja kalau dia marah .
4835,4835,she is as beautiful as her mother .,dia secantik ibunya
4836,4836,she is unable to cope with stress .,dia tidak mampu mengatasi stres .
4863,4863,they are frantically backpedaling .,mereka mengayuh mundur sepedanya dengan panik .
4865,4865,they re attempting to contact her .,mereka mencoba untuk menghubunginya .
4883,4883,tom is playing catch with his son .,tom bermain lempar lemparan dengan anak laki lakinya .
4884,4884,tom is quite successful isn t he ?,tom lumayan berhasil ya ?
4885,4885,tom is ugly but he s really nice .,tom jelek tapi ia sangat baik .
4899,4899,tom sat down and crossed his legs .,tom duduk dan menyilangkan kakinya .
4900,4900,tom should ve kept his mouth shut .,tom seharusnya menutup mulutnya rapat .
4901,4901,tom slowly looked around the room .,tom melihat sekitar ruangan secara perlahan .
4902,4902,tom started to descend the stairs .,tom mulai menuruni tangganya .
4923,4923,you re the prettiest girl in town .,kau adalah gadis tercantik di kota .
4928,4928,are you feeling all right now tom ?,apakah kamu baik baik saja tom ?
4932,4932,do you know what the difference is ?,apakah anda tahu perbedaannya ?
4933,4933,do you want to play tennis with us ?,kamu mau main tenis bersama kami ?
4935,4935,don t be afraid of making mistakes .,jangan takut membuat kesalahan .
4936,4936,don t just eat fish . eat meat too .,jangan hanya makan ikan makan daging juga .
4937,4937,don t you think that s a bit weird ?,bukankah itu agak aneh ?
4941,4941,he is afraid to fly in an airplane .,dia takut terbang dengan pesawat .
4942,4942,he is tired of watching television .,dia lelah menonton televisi .
4955,4955,i am afraid that he might get hurt .,saya kuatir mungkin dia mendapatkan luka .
4956,4956,i am going to go to tokyo tomorrow .,aku akan pergi ke tokyo besok .
4980,4980,i m getting sick and tired of this .,aku mulai muak dan lelah dengan hal ini .
4981,4981,i m not as healthy as i used to be .,aku tidak sesehat dulu .
4982,4982,i m not sure what else i should do .,aku tidak yakin apa lagi yang harus aku lakukan .
4983,4983,i m probably going to be busy soon .,aku mungkin akan sibuk sebentar lagi .
4984,4984,i m sick of conferences these days .,akhir akhir ini aku bosan dengan rapat .
4985,4985,i m sorry i didn t call last night .,maaf aku tidak meneleponmu semalam .
4986,4986,i m still trying to get used to it .,aku masih berusaha membiasakan diri .
4987,4987,i m the one who stole the painting .,akulah yang mencuri lukisan itu .
4988,4988,i m tied up with this job recently .,aku sangat sibuk dengan pekerjaan ini akhir akhir ini .
4996,4996,it s a pity that you can t join us .,sangat disayangkan anda tidak dapat bergabung dengan kami .
4997,4997,it s a pity that you couldn t come .,sayang sekali kamu tidak bisa datang .
4998,4998,it s not like you to cry at movies .,ini tidak seperti kamu menangis di bioskop .
5011,5011,she is able to grasp the situation .,dia mampu memahami situasi yang ada .
5012,5012,she is on the wrong side of twenty .,dia sudah berusia lebih dari tahun .
5013,5013,she is very sensitive to criticism .,ia sangat sensitif pada kritikan .
5044,5044,tom is exactly the same age as you .,tom itu seumuran dengan mu
5056,5056,tom says he s cut down on drinking .,tom bilang dia mengurangi frekuensi minumnya .
5057,5057,tom says he s feeling better today .,tom berkata dia merasa lebih baik hari ini .
5058,5058,tom scolded his son for being late .,tom memarahi anak laki lakinya karena telah terlambat .
5059,5059,tom scolded his son for being lazy .,tom memarahi anak laki lakinya karena telah malas .
5060,5060,tom seems to understand what i say .,tom terlihat mengerti apa yang saya katakan .
5061,5061,tom should arrive in a few minutes .,tom akan tiba beberapa menit lagi .
5062,5062,tom should ve arrived by this time .,tom seharusnya sudah sampai sekarang .
5063,5063,tom slammed the bathroom door shut .,tom menutup pintu kamar mandi secara keras .
5066,5066,we are giving tom a birthday party .,kami akan berikan tom pesta ulang tahun .
5075,5075,what subjects do you like the best ?,pelajaran apa yang paling kau sukai ?
5096,5096,are you interested in baseball tom ?,tom kamu tertarik dengan permainan bisbol ?
5101,5101,do you have a lot of money with you ?,apa kau membawa banyak uang ?
5120,5120,i am quite comfortable in this room .,saya cukup nyaman di ruangan ini .
5151,5151,i m going to try to go to sleep now .,aku akan mencoba untuk tidur sekarang .
5152,5152,i m in love with the girl next door .,aku jatuh cinta dengan gadis sebelah .
5153,5153,i m never wearing these shoes again .,aku tidak akan mengenakan sepatu sepatu ini lagi .
5154,5154,i m not as stupid as you think i am .,saya tidak sebodoh yang kamu kira .
5155,5155,i m not sure what else i need to do .,aku tidak yakin apa lagi yang perlu aku lakukan ?
5156,5156,i m not used to treatment like that .,saya tidak terbiasa dengan perawatan seperti itu .
5157,5157,i m writing a letter to my daughter .,aku menulis surat untuk putriku .
5164,5164,it s a beautiful day here in boston .,hari ini adalah sebuah hari yang indah di boston .
5174,5175,she starts her job at seven o clock .,dia mulai bekerja pada pukul tujuh .
5200,5201,tom is considering joining the army .,tom mempertimbangkan untuk bergabung dengan militer .
5201,5202,tom is interested in mountaineering .,tom tertarik pada pendakian gunung .
5202,5203,tom is talking to mary on the phone .,tom sedang berbicara dengan mary di telepon .
5217,5218,tom said he wanted to be left alone .,tom bilang dia ingin ditinggal sendiri .
5218,5219,tom saw mary coming down the stairs .,tom melihat mary datang menuruni tangga .
5219,5220,tom saw mary getting ready to leave .,tom melihat mary bersiap untuk pergi .
5220,5221,tom saw mary heading into the woods .,tom melihat mary pergi ke hutan .
5221,5222,tom seems to be looking for someone .,tom terlihat seperti sedang mencari seseorang .
5222,5223,tom stirred his coffee with a spoon .,tom mengaduk kopinya dengan sebuah sendok .
5230,5231,we re having a problem with pigeons .,kami bermasalah dengan merpati .
5236,5237,where did you take your glasses off ?,di mana kamu melepas kacamatamu ?
5256,5257,do you know what tom was doing there ?,apakah kamu tahu apa yang tom lakukan di sini ?
5257,5258,do you understand what you re saying ?,apakah kamu paham dengan apa yang kamu katakan ?
5258,5259,don t you regret getting that tattoo ?,tidakkah kamu menyesal membuat tato itu ?
5261,5262,he is not always busy in the morning .,dia selalu sibuk di pagi hari .
5265,5266,he s the last man that i want to see .,dialah pria terakhir yang ingin saya lihat .
5289,5290,i m afraid tom won t be able to come .,aku rasa tom tidak akan bisa datang .
5290,5291,i m afraid you don t have any choice .,kurasa kamu tidak punya pilihan lain .
5291,5292,i m sorry i kept you waiting so long .,maaf membuatmu menunggu begitu lama .
5292,5293,i m sorry did i say something wrong ?,maaf apakah ada yang salah dengan perkataanku ?
5340,5341,tom is leaving kobe tomorrow morning .,tom akan meninggalkan kobe besok pagi .
5341,5342,tom is still not answering his phone .,tom masih tidak mengangkat teleponnya .
5342,5343,tom is the newest member of our team .,tom anggota terbaru tim kami .
5343,5344,tom is the newest member of our team .,tom anggota terbaru tim kita .
5349,5350,tom sat at his desk reading a report .,tom duduk membaca laporan di mejanya .
5350,5351,tom saw mary s name on the list too .,tom juga melihat nama mary di daftar .
5351,5352,tom says he s trying to quit smoking .,tom berkata dia sedang berusaha berhenti merokok .
5352,5353,tom shouldn t have said those things .,tom tidak seharusnya mengucapkan perkataan itu .
5353,5354,tom spends a lot of his time reading .,tom banyak menghabiskan waktunya dengan membaca .
5361,5362,where s the nearest department store ?,di mana supermarket terdekat ?
5371,5372,you re not the only one who s hungry .,bukan hanya kamu saja yang merasa lapar .
5376,5377,are you absolutely certain about this ?,apa kau benar benar yakin dengan hal ini ?
5377,5378,are you serious about getting married ?,apakah kamu serius ingin menikah ?
5378,5379,are you taking any medicine regularly ?,apakah anda mengonsumsi obat obatan tertentu secara rutin ?
5384,5385,do you also have this in other colors ?,apakah kamu juga punya ini dengan warna yang lain ?
5385,5386,do you usually have tea for breakfast ?,apa kau biasa minum teh untuk sarapan ?
5386,5387,do your children have their own rooms ?,apakah anak anakmu punya kamar sendiri
5387,5388,do your children have their own rooms ?,anak anak lu punya kamar sendiri ga ?
5419,5420,i m going to take full responsibility .,aku akan bertanggung jawab penuh .
5426,5427,it s not going to be a problem is it ?,hal ini tidak akan menjadi masalah bukan ?
5427,5428,it s not safe to text while you drive .,mengetik sms selagi anda mengemudi bisa membahayakan keselamatan anda .
5466,5467,tom said he d never speak to me again .,tom berkata dia tidak akan pernah berbicara denganku lagi .
5467,5468,tom saw a boy waiting at the bus stop .,tom melihat seorang anak laki laki menunggu di halte .
5471,5472,tom was unable to hide his excitement .,tom tidak mampu menyembunyikan antusiasmenya .
5472,5473,tom wasn t injured in the train wreck .,tom tidak terluka dalam kecelakaan kereta itu .
5476,5477,what s your favorite item of clothing ?,pakaian apa yang paling kamu sukai ?
5485,5486,are you spending thanksgiving with tom ?,apa kamu menghabiskan waktu bersama tom di hari thanksgiving ?
5488,5489,do you believe the witness s statement ?,kamu percaya pernyataan saksi itu ?
5489,5490,do you remember the night tom was born ?,apa kau ingat malam ketika tom lahir ?
5490,5491,do you think tom looks like an old man ?,apa menurutmu tom terlihat seperti orang tua ?
5491,5492,don t you know what happened yesterday ?,tidakkah kau tahu apa yang terjadi kemarin ?
5568,5569,tom is preparing dinner in the kitchen .,tom mempersiapkan makan malam di dapur .
5569,5570,tom is sitting at the table over there .,tom duduk di meja sebelah sana .
5570,5571,tom is still in kindergarten isn t he ?,tom masih tk kan ?
5571,5572,tom is three years older than his wife .,tom lebih tua tiga tahun dari istrinya .
5572,5573,tom isn t any busier than anybody else .,tom tidak lebih sibuk dari siapa pun .
5575,5576,tom shivered when he saw the black cat .,tom merinding ketika ia melihat kucing hitam itu .
5576,5577,tom showed mary how to sharpen a knife .,tom menunjukkan mary bagaimana cara mengasah pisau .
5577,5578,tom showed up early for practice today .,tom datang lebih awal untuk berlatih hari ini .
5578,5579,tom suggested ways we could save money .,tom menyarankan cara cara agar kita dapat menghemat uang .
5592,5593,you re wearing your sweater inside out .,kamu memakai sweter terbalik .
5600,5601,don t leave the bicycle out in the rain .,jangan tinggalkan sepeda di bawah hujan .
5611,5612,i am not sure how to pronounce the word .,saya tidak yakin bagaimana cara mengucapkan kata itu
5628,5629,i m going to do what i believe is right .,aku akan melakukan apa yang aku yakini itu benar .
5629,5630,i m not as big a fool as you think i am .,aku tidak sebodoh yang kamu kira .
5630,5631,i m thinking about changing my supplier .,aku berpikir untuk mengganti pemasokku .
5631,5632,i m very pleased with tom s performance .,saya sangat puas dengan penampilan tom .
5673,5674,tom stood up and walked out of the room .,tom berdiri dan berjalan keluar ruangan .
5680,5681,what s your favorite television program ?,apa acara televisi kesukaanmu ?
5682,5683,where is the tourist information office ?,di mana letak kantor pusat informasi turis ?
5683,5684,where s there a supermarket around here ?,di sekitar sini supermarket ada di mana ?
5690,5691,are you serious about what you re saying ?,apa kau serius dengan apa yang kau katakan ?
5694,5695,do you have a similar saying in japanese ?,apakah ada pepatah yang mirip dalam bahasa jepang ?
5695,5696,do you have any questions about the food ?,apa kamu punya pertanyaan tentang makanannya ?
5696,5697,do you know any of the boys in this room ?,apa kamu mengenal salah satu dari anak anak di ruangan ini ?
5705,5706,he is on the point of leaving for canada .,dia akan segera berangkat menuju ke kanada .
5732,5733,i m afraid the situation is very serious .,aku enggan mengatakannya tapi situasinya memang sangat serius .
5733,5734,i m pretty impressed with tom s progress .,aku sangat terkesan dengan perkembangan tom .
5734,5735,i m very sorry but we can t let you out .,maafkan saya tetapi kami tidak dapat mengeluarkanmu .
5738,5739,it s hard not to come to this conclusion .,kesimpulan ini sulit untuk dipungkiri .
5739,5740,it s on the first floor of that building .,itu ada di lantai satu dari bangunan itu .
5748,5749,she stayed at the hotel for several days .,dia menginap di hotel beberapa hari .
5777,5778,tom said doing that would be a good idea .,tom bilang hal itu merupakan ide bagus
5778,5779,tom said that he wanted to be left alone .,tom berkata kalau dia ingin menyendiri .
5779,5780,tom says he doesn t want to study french .,tom bilang dia tidak ingin belajar bahasa perancis .
5780,5781,tom seemed to be worried about something .,tom terlihat mengkhawatirkan sesuatu .
5781,5782,tom showed up at john and mary s wedding .,tom hadir pada pernikahan john dan mary .
5782,5783,tom spends way too much time goofing off .,tom terlalu banyak menyia nyiakan waktu .
5784,5785,tom was the first guy who broke my heart .,tom laki laki pertama yang membuatku patah hati .
5808,5809,don t beat your head against a stone wall .,jangan benturkan kepalamu ke tembok batu .
5809,5810,don t you think tom looks like an old man ?,apa menurutmu tom tidak terlihat seperti orang tua ?
5817,5818,he s the head of the marketing department .,dia kepala dari departemen pemasaran .
5829,5830,i m counting on you to keep an eye on tom .,aku mengandalkanmu untuk mengawasi tom .
5830,5831,i m sorry but i already have a boyfriend .,maaf tapi saya sudah punya pacar .
5831,5832,i m starting to lose my patience with you .,saya mulai kehilangan kesabaran terhadap anda .
5861,5862,tom is alone in the dining room with mary .,tom berada seorang diri di ruang dapur bersama mary .
5862,5863,tom is going to wait until mary gets here .,tom akan menunggu hingga mary tiba .
5871,5872,tom s mouth was taped shut with duct tape .,mulut tom diplester dengan lakban .
5884,5886,are you sure you don t want to sleep on it ?,apa kamu yakin tidak mau tidur di atasnya ?
5886,5888,do you know the man standing on the bridge ?,apakah anda kenal dengan orang yang berdiri di atas jembatan itu ?
5887,5889,do you know the real reason tom isn t here ?,apa kamu tahu alasan sebenarnya mengapa tom tidak berada di sini ?
5895,5897,he is reputed the best lawyer in this city .,dia bereputasi sebagai pengacara terbaik di kota ini .
5899,5901,i am ashamed about what happened yesterday .,saya malu dengan kejadian kemarin .
5930,5932,she seems to have left for tokyo yesterday .,tampaknya dia telah meninggalkan tokyo kemarin .
5931,5933,she speaks english and also speaks swahili .,dia bisa berbahasa inggris dan juga swahili .
5955,5957,tom was standing at the foot of the stairs .,tom berdiri di atas anak tangga .
5956,5958,we are going to cycle to the lake tomorrow .,kami akan bersepeda ke danau besok .
5966,5968,do you know anything about fixing computers ?,kamu tahu sesuatu tentang memperbaiki komputer ?
5970,5972,i am in no position to do anything about it .,saya tidak punya kapasitas untuk mengatasi hal ini .
5982,5984,i m colorblind . i can t tell red from green .,saya buta warna saya tidak dapat membedakan merah dan hijau .
5983,5985,it seems a waste of time to wait any longer .,sepertinya akan membuang buang waktu jika kita menunggu lebih lama lagi .
6007,6010,tom is still being questioned by the police .,saat ini tom masih dimintai kesaksian oleh polisi .
6008,6011,tom isn t as good a golfer as he says he is .,tom bukan pemain golf yang baik sebaik yang ia katakan .
6011,6014,tom said he didn t know why mary was absent .,tom bilang dia tidak tahu kenapa mary absen .
6013,6016,tom was badly injured in a traffic accident .,tom terluka parah saat kecelakaan lalu lintas .
6015,6018,tom s eyes are red and he looks very tired .,mata tom merah dan ia terlihat sangat lelah .
6016,6019,tom s situation is getting more complicated .,situasi tom menjadi semakin sulit .
6020,6024,what is the most romantic city in the world ?,kota apa yang paling romantis di dunia ?
6022,6026,what s your favorite non alcoholic beverage ?,apa minuman tidak beralkohol kesukaanmu ?
6031,6035,you re the only one i can count on for help .,kamu satu satunya yang bisa aku andalkan untuk membantuku .
6039,6043,do you really think that was what tom wanted ?,apa kamu benar benar berpikir kalau itu adalah apa yang tom inginkan ?
6040,6044,do you want me to wait until you come for me ?,apa kau ingin aku menunggu sampai kau datang ?
6047,6051,he s always looking at you . he must love you .,dia selalu melihatmu . dia pasti jatuh cinta kepadamu .
6048,6052,he s the manager of the marketing department .,dia manajer dari departemen pemasaran .
6049,6053,i am hungry because i did not have breakfast .,saya lapar karena saya tidak sarapan .
6060,6065,i m already accustomed to the heat of summer .,aku sudah terbiasa dengan panasnya musim panas .
6061,6066,i m ashamed to ask you such a silly question .,saya malu menanyakan pertanyaan bodoh seperti itu .
6062,6067,i m going to make a cake for mary s birthday .,aku akan membuat kue untuk ulang tahun marry .
6086,6091,tom is always telling mary that he loves her .,tom selalu meyakinkan mary bahwa dia benar benar mencintainya
6087,6092,tom is the only one who didn t pass the test .,tom adalah satu satunya orang yang tidak lulus ujian .
6092,6097,tom was arrested on drug trafficking charges .,tom ditahan atas tuduhan perdagangan narkoba .
6093,6098,tom was late for class as is often the case .,seperti biasa tom terlambat datang ke kelas .
6094,6099,tom was surprised that mary had a motorcycle .,tom terkejut mengetahui mary memiliki sepeda motor .
6096,6101,tom s japanese is improving little by little .,kemampuan bahasa jepang tom meningkat sedikit demi sedikit .
6097,6102,tom s gym teacher is mary s basketball coach .,guru senam tom adalah pelatih basket mary .
6106,6111,do you think that really matters to any of us ?,apa kau pikir itu penting bagi kami ?
6108,6113,he is the manager of the marketing department .,dia adalah manajer dari departemen pemasaran .
6148,6153,tom is too old to be doing this kind of thing .,tom terlalu tua untuk melakukan hal semacam ini .
6152,6157,what is the highest mountain in north america ?,apa gunung tertinggi di amerika utara ?
6155,6160,where did you get those strange looking shoes ?,dari mana kamu mendapatkan sepatu aneh itu ?
6159,6164,you are always complaining about your husband .,kamu selalu mengeluhkan suamimu .
6168,6173,do you have any idea why tom doesn t like mary ?,apa kau tahu kenapa tom tidak suka dengan mary ?
6188,6193,it seemed that there was no one in the village .,sepertinya tidak ada orang di desa .
6206,6211,we are going to have a party on saturday night .,kami akan mengadakan sebuah pesta pada malam sabtu .
6209,6214,what s your favorite free software application ?,software aplikasi apakah yang paling kamu sukai ?
6214,6220,do you know the real reason that tom isn t here ?,apa kamu tahu alasan sebenarnya mengapa tom tidak berada di sini ?
6235,6242,it s been a long time since i ve seen my family .,sudah lama sekali sejak aku terakhir bertemu keluargaku .
6242,6249,tom is much more relaxed when mary isn t around .,tom jauh lebih santai ketika mary tidak ada .
6246,6253,we re not entirely sure why tom did what he did .,kami tidak mengerti kenapa tom melakukan apa yang dilakukannya .
6269,6277,it s necessary to go through customs on arriving .,kita wajib melalui pemeriksaan bea dan cukai saat kedatangan .
6289,6297,tom seems to have changed his mind about staying .,tom sepertinya tidak lagi berniat untuk tinggal .
6299,6307,do you know any restaurants with good korean food ?,apakah anda mengetahui rumah makan masakan korea yang enak ?
6309,6318,it s one of the most polluted cities in the world .,kota itu adalah salah satu kota paling berpolusi di dunia .
6313,6322,she is still financially dependent on her parents .,dia masih bergantung secara finansial kepada orang tuanya .
6332,6341,i am meeting my mother at the station at o clock .,saya akan menemui ibu saya di stasiun pada pukul tepat .
6338,6347,i m convinced that tom isn t telling us everything .,saya yakin tom tidak menceritakan semuanya pada kita .
6339,6348,i m trying to memorize the names of constellations .,saya sedang mencoba menghafalkan nama nama rasi bintang
6359,6369,do you know where tom has been the past three weeks ?,apa kau tahu di mana tom berada tiga minggu belakangan ini ?
6378,6392,tom is a gang member . you should stay away from him .,tom itu anggota geng . kamu harus menjauhinya .
6382,6396,tom started playing the violin when he was thirteen .,tom mulai bermain biola ketika dia berumur tigabelas tahun .
6383,6397,tom was the one who planted the roses in our garden .,tom adalah orang yang menanam mawar di kebun kita .
6384,6398,what s the scariest thing that ever happened to you ?,hal apa yang paling menakutkan dan pernah terjadi padamu ?
6385,6399,what s the scariest thing that ever happened to you ?,hal menakutkan apa yang pernah kamu alami ?
6386,6400,you re finally going to be a june bride aren t you ?,akhirnya kamu menjadi pengantin di bulan juni juga ya ?
6389,6403,do you eat spaghetti by twirling it around your fork ?,apa kamu makan spageti dengan melilitkannya ke garpu ?
6390,6404,he is a nice person to be sure but not very clever .,dia adalah orang yang baik tetapi sesungguhnya dia tidak terlalu pandai .
6395,6411,it seems unlikely that the train will arrive on time .,sepertinya kereta tidak akan datang tepat waktu .
6397,6413,it s been a long time since i visited my grandmother .,sudah lama sejak saya mengunjungi nenek saya
6402,6418,she s not from here . she was born in another country .,dia tidak berasal dari sini . dia lahir di negara lain .
6414,6430,tom said that he thought mary didn t enjoy the movie .,tom bilang kalau dia mengira mary tidak menikmati filmnya .
6435,6456,tom squatted down to put something on the lower shelf .,tom berjongkok untuk menaruh sesuatu di rak bawah .
6441,6465,i m supposed to meet tom in boston next monday at .,saya seharusnya bertemu tom di boston senin depan pada .
6443,6468,it sounds like having time alone has been good for you .,kedengarannya menghabiskan waktu seorang diri selalu menyenangkan bagimu .
6464,6492,do you have anything in the refrigerator that i can eat ?,kamu punya sesuatu yang bisa aku makan di kulkas ?
6465,6493,don t hesitate to ask questions if you don t understand .,jangan ragu untuk menanyakan pertanyaan jika tidak mengerti .
6482,6517,do you believe our destinies are controlled by the stars ?,percayakah anda bahwa takdir takdir kita dipengaruhi oleh bintang bintang ?
6483,6518,do you know why tom wasn t at the meeting this afternoon ?,apa kamu tahu kenapa tom tidak hadir pada rapat tadi siang ?
6484,6519,don t hesitate to ask a question if you don t understand .,jangan ragu untuk menanyakan pertanyaan jika tidak mengerti .
6492,6531,tom is the only one on this island that can speak french .,tom satu satunya yang bisa berbahasa prancis di pulau ini .
6495,6534,tom was just about to say something when the door opened .,tom hendak mengatakan sesuatu ketika pintunya terbuka .
6525,6589,tom was looking for place to eat that had reasonable prices .,tom mencari tempat makan dengan harga yang terjangkau .
6549,6636,tom is good with his hands and has built many interesting things .,tom memiliki tangan yang kreatif dan telah membuat berbagai benda yang menarik .
6550,6637,tom said he was planning on visiting an old girlfriend in boston .,tom bilang ia berencana untuk mengunjungi mantan kekasihnya di boston .
6553,6650,it s said that the vikings discovered america before columbus did .,dikatakan bahwa bangsa viking lebih dulu menemukan benua amerika sebelum columbus .
